sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
Batch_1_USDA35_S249	Batch_1_USDA35_S249	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA35_S249_R1_001.fastq.gz	Batch_1_USDA35_S249_R2_001.fastq.gz				
Batch_1_USDA36_S185	Batch_1_USDA36_S185	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA36_S185_R1_001.fastq.gz	Batch_1_USDA36_S185_R2_001.fastq.gz				
Batch_1_USDA37_S11	Batch_1_USDA37_S11	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA37_S11_R1_001.fastq.gz	Batch_1_USDA37_S11_R2_001.fastq.gz				
Batch_1_USDA38_S141	Batch_1_USDA38_S141	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA38_S141_R1_001.fastq.gz	Batch_1_USDA38_S141_R2_001.fastq.gz				
Batch_1_USDA39_S213	Batch_1_USDA39_S213	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA39_S213_R1_001.fastq.gz	Batch_1_USDA39_S213_R2_001.fastq.gz				
Batch_1_USDA4_S5	Batch_1_USDA4_S5	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA4_S5_R1_001.fastq.gz	Batch_1_USDA4_S5_R2_001.fastq.gz				
Batch_1_USDA40_S66	Batch_1_USDA40_S66	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA40_S66_R1_001.fastq.gz	Batch_1_USDA40_S66_R2_001.fastq.gz				
Batch_1_USDA41_S257	Batch_1_USDA41_S257	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA41_S257_R1_001.fastq.gz	Batch_1_USDA41_S257_R2_001.fastq.gz				
Batch_1_USDA42_S200	Batch_1_USDA42_S200	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA42_S200_R1_001.fastq.gz	Batch_1_USDA42_S200_R2_001.fastq.gz				
Batch_1_USDA43_S198	Batch_1_USDA43_S198	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA43_S198_R1_001.fastq.gz	Batch_1_USDA43_S198_R2_001.fastq.gz				
Batch_1_USDA44_S84	Batch_1_USDA44_S84	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA44_S84_R1_001.fastq.gz	Batch_1_USDA44_S84_R2_001.fastq.gz				
Batch_1_USDA45_S39	Batch_1_USDA45_S39	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA45_S39_R1_001.fastq.gz	Batch_1_USDA45_S39_R2_001.fastq.gz				
Batch_1_USDA46_S205	Batch_1_USDA46_S205	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA46_S205_R1_001.fastq.gz	Batch_1_USDA46_S205_R2_001.fastq.gz				
Batch_1_USDA47_S8	Batch_1_USDA47_S8	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA47_S8_R1_001.fastq.gz	Batch_1_USDA47_S8_R2_001.fastq.gz				
Batch_1_USDA48_S31	Batch_1_USDA48_S31	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA48_S31_R1_001.fastq.gz	Batch_1_USDA48_S31_R2_001.fastq.gz				
Batch_1_USDA49_S255	Batch_1_USDA49_S255	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA49_S255_R1_001.fastq.gz	Batch_1_USDA49_S255_R2_001.fastq.gz				
Batch_1_USDA5_S116	Batch_1_USDA5_S116	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA5_S116_R1_001.fastq.gz	Batch_1_USDA5_S116_R2_001.fastq.gz				
Batch_1_USDA50_S222	Batch_1_USDA50_S222	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA50_S222_R1_001.fastq.gz	Batch_1_USDA50_S222_R2_001.fastq.gz				
Batch_1_USDA51_S45	Batch_1_USDA51_S45	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA51_S45_R1_001.fastq.gz	Batch_1_USDA51_S45_R2_001.fastq.gz				
Batch_1_USDA52_S6	Batch_1_USDA52_S6	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA52_S6_R1_001.fastq.gz	Batch_1_USDA52_S6_R2_001.fastq.gz				
Batch_1_USDA53_S126	Batch_1_USDA53_S126	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA53_S126_R1_001.fastq.gz	Batch_1_USDA53_S126_R2_001.fastq.gz				
Batch_1_USDA54_S217	Batch_1_USDA54_S217	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA54_S217_R1_001.fastq.gz	Batch_1_USDA54_S217_R2_001.fastq.gz				
Batch_1_USDA55_S30	Batch_1_USDA55_S30	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA55_S30_R1_001.fastq.gz	Batch_1_USDA55_S30_R2_001.fastq.gz				
Batch_1_USDA56_S102	Batch_1_USDA56_S102	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA56_S102_R1_001.fastq.gz	Batch_1_USDA56_S102_R2_001.fastq.gz				
Batch_1_USDA57_S158	Batch_1_USDA57_S158	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA57_S158_R1_001.fastq.gz	Batch_1_USDA57_S158_R2_001.fastq.gz				
Batch_1_USDA58_S119	Batch_1_USDA58_S119	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA58_S119_R1_001.fastq.gz	Batch_1_USDA58_S119_R2_001.fastq.gz				
Batch_1_USDA59_S157	Batch_1_USDA59_S157	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA59_S157_R1_001.fastq.gz	Batch_1_USDA59_S157_R2_001.fastq.gz				
Batch_1_USDA6_S79	Batch_1_USDA6_S79	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA6_S79_R1_001.fastq.gz	Batch_1_USDA6_S79_R2_001.fastq.gz				
Batch_1_USDA60_S177	Batch_1_USDA60_S177	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA60_S177_R1_001.fastq.gz	Batch_1_USDA60_S177_R2_001.fastq.gz				
Batch_1_USDA61_S97	Batch_1_USDA61_S97	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA61_S97_R1_001.fastq.gz	Batch_1_USDA61_S97_R2_001.fastq.gz				
Batch_1_USDA62_S182	Batch_1_USDA62_S182	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA62_S182_R1_001.fastq.gz	Batch_1_USDA62_S182_R2_001.fastq.gz				
Batch_1_USDA63_S271	Batch_1_USDA63_S271	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA63_S271_R1_001.fastq.gz	Batch_1_USDA63_S271_R2_001.fastq.gz				
Batch_1_USDA64_S130	Batch_1_USDA64_S130	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA64_S130_R1_001.fastq.gz	Batch_1_USDA64_S130_R2_001.fastq.gz				
Batch_1_USDA65_S16	Batch_1_USDA65_S16	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA65_S16_R1_001.fastq.gz	Batch_1_USDA65_S16_R2_001.fastq.gz				
Batch_1_USDA66_S114	Batch_1_USDA66_S114	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA66_S114_R1_001.fastq.gz	Batch_1_USDA66_S114_R2_001.fastq.gz				
Batch_1_USDA67_S272	Batch_1_USDA67_S272	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA67_S272_R1_001.fastq.gz	Batch_1_USDA67_S272_R2_001.fastq.gz				
Batch_1_USDA68_S201	Batch_1_USDA68_S201	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA68_S201_R1_001.fastq.gz	Batch_1_USDA68_S201_R2_001.fastq.gz				
Batch_1_USDA69_S9	Batch_1_USDA69_S9	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA69_S9_R1_001.fastq.gz	Batch_1_USDA69_S9_R2_001.fastq.gz				
Batch_1_USDA7_S238	Batch_1_USDA7_S238	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA7_S238_R1_001.fastq.gz	Batch_1_USDA7_S238_R2_001.fastq.gz				
Batch_1_USDA70_S252	Batch_1_USDA70_S252	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA70_S252_R1_001.fastq.gz	Batch_1_USDA70_S252_R2_001.fastq.gz				
